2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Printing All Games Requested
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 17 2017, time=8:01, homeTeam=Cleveland Cavaliers, awayTeam=Boston Celtics, homeTeamScore=102, awayTeamScore=99, attendence=20562]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 17 2017, time=10:30, homeTeam=Golden State Warriors, awayTeam=Houston Rockets, homeTeamScore=121, awayTeamScore=122, attendence=19596]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=7:30, homeTeam=Boston Celtics, awayTeam=Milwaukee Bucks, homeTeamScore=100, awayTeamScore=108, attendence=18624]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=8:30, homeTeam=Dallas Mavericks, awayTeam=Atlanta Hawks, homeTeamScore=111, awayTeamScore=117, attendence=19709]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=7:00, homeTeam=Detroit Pistons, awayTeam=Charlotte Hornets, homeTeamScore=102, awayTeamScore=90, attendence=20491]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=7:00, homeTeam=Indiana Pacers, awayTeam=Brooklyn Nets, homeTeamScore=140, awayTeamScore=131, attendence=15008]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=8:00, homeTeam=Memphis Grizzlies, awayTeam=New Orleans Pelicans, homeTeamScore=103, awayTeamScore=91, attendence=17794]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=7:00, homeTeam=Orlando Magic, awayTeam=Miami Heat, homeTeamScore=116, awayTeamScore=109, attendence=18846]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=10:00, homeTeam=Phoenix Suns, awayTeam=Portland Trail Blazers, homeTeamScore=76, awayTeamScore=124, attendence=18055]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=10:00, homeTeam=Sacramento Kings, awayTeam=Houston Rockets, homeTeamScore=100, awayTeamScore=105, attendence=17583]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=9:30, homeTeam=San Antonio Spurs, awayTeam=Minnesota Timberwolves, homeTeamScore=107, awayTeamScore=99, attendence=18418]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=9:00, homeTeam=Utah Jazz, awayTeam=Denver Nuggets, homeTeamScore=106, awayTeamScore=96, attendence=17588]
2018-05-22 13:02:06,092 [main] INFO   view.PrintToLog - Game [date=Oct 18 2017, time=7:00, homeTeam=Washington Wizards, awayTeam=Philadelphia 76ers, homeTeamScore=120, awayTeamScore=115, attendence=20356]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 19 2017, time=10:30, homeTeam=Los Angeles Lakers, awayTeam=Los Angeles Clippers, homeTeamScore=92, awayTeamScore=108, attendence=18997]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 19 2017, time=8:00, homeTeam=Oklahoma City Thunder, awayTeam=New York Knicks, homeTeamScore=105, awayTeamScore=84, attendence=18203]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 19 2017, time=7:30, homeTeam=Toronto Raptors, awayTeam=Chicago Bulls, homeTeamScore=117, awayTeamScore=100, attendence=19800]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=7:30, homeTeam=Brooklyn Nets, awayTeam=Orlando Magic, homeTeamScore=126, awayTeamScore=121, attendence=16144]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=7:00, homeTeam=Charlotte Hornets, awayTeam=Atlanta Hawks, homeTeamScore=109, awayTeamScore=91, attendence=18417]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=8:30, homeTeam=Dallas Mavericks, awayTeam=Sacramento Kings, homeTeamScore=88, awayTeamScore=93, attendence=19273]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=7:00, homeTeam=Indiana Pacers, awayTeam=Portland Trail Blazers, homeTeamScore=96, awayTeamScore=114, attendence=15325]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=7:00, homeTeam=Milwaukee Bucks, awayTeam=Cleveland Cavaliers, homeTeamScore=97, awayTeamScore=116, attendence=18717]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=8:00, homeTeam=Minnesota Timberwolves, awayTeam=Utah Jazz, homeTeamScore=100, awayTeamScore=97, attendence=18978]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=9:30, homeTeam=New Orleans Pelicans, awayTeam=Golden State Warriors, homeTeamScore=120, awayTeamScore=128, attendence=18171]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=7:00, homeTeam=Philadelphia 76ers, awayTeam=Boston Celtics, homeTeamScore=92, awayTeamScore=102, attendence=20816]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=10:00, homeTeam=Phoenix Suns, awayTeam=Los Angeles Lakers, homeTeamScore=130, awayTeamScore=132, attendence=18055]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 20 2017, time=7:00, homeTeam=Washington Wizards, awayTeam=Detroit Pistons, homeTeamScore=115, awayTeamScore=111, attendence=16337]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=8:00, homeTeam=Chicago Bulls, awayTeam=San Antonio Spurs, homeTeamScore=77, awayTeamScore=87, attendence=21640]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=8:00, homeTeam=Cleveland Cavaliers, awayTeam=Orlando Magic, homeTeamScore=93, awayTeamScore=114, attendence=20562]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=9:00, homeTeam=Denver Nuggets, awayTeam=Sacramento Kings, homeTeamScore=96, awayTeamScore=79, attendence=19520]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=8:00, homeTeam=Houston Rockets, awayTeam=Dallas Mavericks, homeTeamScore=107, awayTeamScore=91, attendence=18055]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=10:30, homeTeam=Los Angeles Clippers, awayTeam=Phoenix Suns, homeTeamScore=130, awayTeamScore=88, attendence=19068]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=8:00, homeTeam=Memphis Grizzlies, awayTeam=Golden State Warriors, homeTeamScore=111, awayTeamScore=101, attendence=17794]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=8:00, homeTeam=Miami Heat, awayTeam=Indiana Pacers, homeTeamScore=112, awayTeamScore=108, attendence=19600]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=8:30, homeTeam=Milwaukee Bucks, awayTeam=Portland Trail Blazers, homeTeamScore=113, awayTeamScore=110, attendence=16211]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=8:00, homeTeam=New York Knicks, awayTeam=Detroit Pistons, homeTeamScore=107, awayTeamScore=111, attendence=19812]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=7:30, homeTeam=Toronto Raptors, awayTeam=Philadelphia 76ers, homeTeamScore=128, awayTeamScore=94, attendence=19800]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 21 2017, time=9:00, homeTeam=Utah Jazz, awayTeam=Oklahoma City Thunder, homeTeamScore=96, awayTeamScore=87, attendence=18300]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 22 2017, time=3:30, homeTeam=Brooklyn Nets, awayTeam=Atlanta Hawks, homeTeamScore=116, awayTeamScore=104, attendence=13917]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 22 2017, time=9:30, homeTeam=Los Angeles Lakers, awayTeam=New Orleans Pelicans, homeTeamScore=112, awayTeamScore=119, attendence=18997]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 22 2017, time=7:00, homeTeam=Oklahoma City Thunder, awayTeam=Minnesota Timberwolves, homeTeamScore=113, awayTeamScore=115, attendence=18203]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=8:30, homeTeam=Dallas Mavericks, awayTeam=Golden State Warriors, homeTeamScore=103, awayTeamScore=133, attendence=19875]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=9:00, homeTeam=Denver Nuggets, awayTeam=Washington Wizards, homeTeamScore=104, awayTeamScore=109, attendence=14294]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=7:00, homeTeam=Detroit Pistons, awayTeam=Philadelphia 76ers, homeTeamScore=86, awayTeamScore=97, attendence=13709]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=8:00, homeTeam=Houston Rockets, awayTeam=Memphis Grizzlies, homeTeamScore=90, awayTeamScore=98, attendence=17129]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=7:30, homeTeam=Miami Heat, awayTeam=Atlanta Hawks, homeTeamScore=104, awayTeamScore=93, attendence=19600]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=8:00, homeTeam=Milwaukee Bucks, awayTeam=Charlotte Hornets, homeTeamScore=103, awayTeamScore=94, attendence=12887]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=10:00, homeTeam=Phoenix Suns, awayTeam=Sacramento Kings, homeTeamScore=117, awayTeamScore=115, attendence=14903]
2018-05-22 13:02:06,093 [main] INFO   view.PrintToLog - Game [date=Oct 23 2017, time=8:30, homeTeam=San Antonio Spurs, awayTeam=Toronto Raptors, homeTeamScore=101, awayTeamScore=97, attendence=18418]
